state,crop,crop_category,suitability_score,priority,primary_season,agro_climatic_zone,area_under_cultivation_hectares,average_yield_kg_per_hectare,production_tons,productivity_kg_per_hectare_per_day,water_requirement_mm,temperature_min_celsius,temperature_max_celsius,soil_ph_min,soil_ph_max,rainfall_requirement_mm
West Bengal,fenugreek,spices,41.1,very_low,kharif,eastern_india,10621,6636,22605,14.6,926,24,26,6.2,7.3,394
West Bengal,ajwain,spices,45.9,very_low,kharif,eastern_india,17951,5442,85310,17.9,580,21,27,5.6,8.1,1164
West Bengal,black_pepper,spices,41.8,very_low,kharif,eastern_india,5476,1180,147771,27.9,231,23,35,6.2,7.6,466
West Bengal,cardamom_small,spices,47,very_low,kharif,eastern_india,4785,5507,11999,22.9,910,20,37,6.4,8.5,1143
West Bengal,cardamom_large,spices,51.5,very_low,kharif,eastern_india,1069,4734,126028,23.6,700,18,43,5.8,7.6,887
West Bengal,cinnamon,spices,42.8,very_low,kharif,eastern_india,17871,3465,154317,17.6,1206,11,33,5.8,8.2,977
West Bengal,clove,spices,52.6,very_low,kharif,eastern_india,18364,4071,125006,6.4,1344,20,42,6.3,7.4,545
West Bengal,nutmeg,spices,52,very_low,kharif,eastern_india,1637,1105,32789,9.5,1242,17,30,6.1,7.1,953
West Bengal,ginger,spices,47.5,very_low,kharif,eastern_india,3302,6251,15326,48.3,1365,21,26,5.9,7.4,423
West Bengal,garlic,spices,55,very_low,kharif,eastern_india,4170,7160,15062,26.1,1468,13,39,5.6,7.9,605
West Bengal,onion,spices,80.5,medium,rabi,eastern_india,33753,4822,124211,41.6,1175,18,32,6.4,8,556
West Bengal,chilli,spices,52.1,very_low,kharif,eastern_india,3081,1799,170376,18,1062,10,36,5.7,7.2,996
West Bengal,tamarind,spices,52.1,very_low,kharif,eastern_india,512,2994,70338,36.1,1182,19,40,5.9,7.8,357
West Bengal,vanilla,spices,46.4,very_low,kharif,eastern_india,11478,3645,35724,15.7,374,20,37,6.1,7.8,630
West Bengal,saffron,spices,51.5,very_low,kharif,eastern_india,12672,3863,37262,35.2,925,24,36,5.8,7.8,1186
West Bengal,mint,spices,50.9,very_low,kharif,eastern_india,4396,3090,86190,32.5,1253,12,43,5.6,7.6,312
West Bengal,basil,spices,42.8,very_low,kharif,eastern_india,2565,2017,216396,37,729,11,40,6,7.5,624
West Bengal,oregano,spices,47.6,very_low,kharif,eastern_india,17238,6401,129066,37.8,1185,20,42,6.1,7.8,931
West Bengal,thyme,spices,42.5,very_low,kharif,eastern_india,23924,3073,124943,6.5,1195,18,38,5.6,8.2,530
West Bengal,tea,plantation,93.9,high,perennial,eastern_india,157064,1351,1418864,40.8,817,16,31,6.4,8.1,928
West Bengal,coffee_arabica,plantation,53.9,very_low,perennial,eastern_india,10759,5802,135291,24.2,720,11,26,6,7.3,365
West Bengal,coffee_robusta,plantation,54.5,very_low,perennial,eastern_india,9638,6529,202666,25.9,490,11,27,6.3,7.6,924
West Bengal,rubber,plantation,48.1,very_low,perennial,eastern_india,2372,3334,120296,41.5,236,12,40,5.8,8,806
West Bengal,cocoa,plantation,49.8,very_low,kharif,eastern_india,10318,1146,821,15.2,1491,11,42,5.7,7.2,1001
West Bengal,cashew,plantation,52.7,very_low,kharif,eastern_india,6425,7158,15102,20.4,802,11,36,6.1,8.5,859
West Bengal,areca_nut,plantation,46,very_low,kharif,eastern_india,8814,4730,11694,19.5,886,20,26,6.3,8.4,552
West Bengal,betelvine,plantation,51.5,very_low,kharif,eastern_india,7186,6583,42155,6.2,901,22,27,5.5,8.2,540
West Bengal,black_pepper_plantation,plantation,45.5,very_low,kharif,eastern_india,1240,5301,51916,18.2,788,15,38,6.4,8.1,303
West Bengal,mango,fruits_tropical,41.5,very_low,kharif,eastern_india,15860,2658,130722,10,294,23,28,6,7.5,432
West Bengal,banana,fruits_tropical,79.5,medium,perennial,eastern_india,97547,3475,840101,11.4,954,17,32,6.2,7.2,779
West Bengal,papaya,fruits_tropical,52.8,very_low,kharif,eastern_india,3815,5624,86773,17.8,667,21,30,6.2,7.2,670
West Bengal,pineapple,fruits_tropical,80.3,medium,kharif,eastern_india,3258,3844,259592,9.6,211,10,43,6.2,8.4,403
West Bengal,jackfruit,fruits_tropical,48.6,very_low,kharif,eastern_india,426,4263,60362,7.9,674,11,32,6,7.5,818
West Bengal,guava,fruits_tropical,48.8,very_low,kharif,eastern_india,6591,4087,50167,39.2,381,22,31,6.2,8.3,1098
West Bengal,coconut_fruit,fruits_tropical,46.8,very_low,kharif,eastern_india,9226,2287,95738,37,1234,16,36,5.6,8,738
West Bengal,passion_fruit,fruits_tropical,47.6,very_low,kharif,eastern_india,20867,4746,76705,25.1,655,12,37,6.2,8.5,710
West Bengal,dragon_fruit,fruits_tropical,55,very_low,kharif,eastern_india,9070,7963,70444,25.4,869,22,43,6,8.2,1140
West Bengal,rambutan,fruits_tropical,44.2,very_low,kharif,eastern_india,19773,3474,98547,34.6,400,22,33,6,8,669
West Bengal,sapota,fruits_tropical,44.9,very_low,kharif,eastern_india,7394,4038,18337,43,735,11,40,5.5,7.9,932
West Bengal,custard_apple,fruits_tropical,42.9,very_low,kharif,eastern_india,1549,7953,76295,19.1,636,19,34,5.8,7.1,1005
West Bengal,wood_apple,fruits_tropical,53.3,very_low,kharif,eastern_india,1027,1830,46874,18.5,295,16,29,5.6,8,815
West Bengal,apple,fruits_temperate,52.4,very_low,kharif,eastern_india,2318,3521,99994,15.9,531,12,44,6.5,8,493
West Bengal,pear,fruits_temperate,51.5,very_low,kharif,eastern_india,16303,7022,55380,46.1,1368,18,38,5.9,8,794
West Bengal,peach,fruits_temperate,44.8,very_low,kharif,eastern_india,10781,7696,26666,22.7,1247,11,44,6.2,8.4,1054
West Bengal,plum,fruits_temperate,51.7,very_low,kharif,eastern_india,4395,2413,74307,35.6,339,15,26,6.2,7.6,510
West Bengal,apricot,fruits_temperate,47.8,very_low,kharif,eastern_india,2869,2227,80719,22,959,17,38,5.8,7.2,373
West Bengal,cherry,fruits_temperate,42.9,very_low,kharif,eastern_india,4789,4038,4798,33.2,1341,10,29,5.8,7.4,336
West Bengal,strawberry,fruits_temperate,41.6,very_low,kharif,eastern_india,20176,7709,99699,44.6,1261,23,25,6.2,7.8,790
West Bengal,kiwi,fruits_temperate,47.6,very_low,kharif,eastern_india,25099,6802,180515,26.8,1097,16,32,6.4,8.4,913
West Bengal,grape,fruits_temperate,52.6,very_low,kharif,eastern_india,7561,6747,54898,6.8,659,15,28,5.8,8.4,1072
West Bengal,pomegranate,fruits_temperate,46.7,very_low,kharif,eastern_india,3879,6267,92230,37.5,1037,13,41,6.1,8.2,384
West Bengal,fig,fruits_temperate,49.2,very_low,kharif,eastern_india,13656,7646,7222,37.6,333,22,27,5.7,7.4,955
West Bengal,persimmon,fruits_temperate,44.4,very_low,kharif,eastern_india,12631,3815,94713,10.3,1339,13,42,6,7.9,531
West Bengal,orange,fruits_citrus,43.3,very_low,kharif,eastern_india,5442,3961,69891,17.2,579,24,36,6.3,7.1,301
West Bengal,lime,fruits_citrus,47.8,very_low,kharif,eastern_india,16314,5331,29812,49,888,11,33,5.6,7.6,940
West Bengal,lemon,fruits_citrus,44.9,very_low,kharif,eastern_india,8443,4489,60860,28.3,262,17,44,6.3,7.4,909
West Bengal,grapefruit,fruits_citrus,44.9,very_low,kharif,eastern_india,10729,2467,95019,22.1,1183,13,38,5.7,7,1033
West Bengal,mandarin,fruits_citrus,52.8,very_low,kharif,eastern_india,1268,6326,184682,19,811,16,33,6.3,7.6,572
West Bengal,sweet_lime,fruits_citrus,42,very_low,kharif,eastern_india,2193,1428,128194,36.2,458,24,40,6.2,8.1,670
West Bengal,kinnow,fruits_citrus,46.8,very_low,kharif,eastern_india,963,6616,98273,25.9,623,19,38,5.7,7.8,718
West Bengal,spinach,vegetables_leafy,51.7,very_low,kharif,eastern_india,9099,4702,82151,47.1,605,10,38,6.1,8.4,405
West Bengal,fenugreek_leaves,vegetables_leafy,47.8,very_low,kharif,eastern_india,6002,6595,89292,42.5,911,19,36,6.1,8.3,488
West Bengal,amaranth,vegetables_leafy,46.6,very_low,kharif,eastern_india,17043,6333,21020,15,1384,15,25,5.7,8.5,578
West Bengal,cabbage,vegetables_leafy,49.2,very_low,kharif,eastern_india,15949,3642,84614,42.7,1061,10,29,5.8,7.5,819
West Bengal,cauliflower,vegetables_leafy,45.5,very_low,kharif,eastern_india,12696,4515,90759,19,1142,13,38,6,7.2,316
West Bengal,lettuce,vegetables_leafy,42.5,very_low,kharif,eastern_india,9854,6634,101391,6.5,1299,24,26,5.7,8.1,1197
West Bengal,kale,vegetables_leafy,53.1,very_low,kharif,eastern_india,7321,5656,60497,30.6,579,20,39,6.1,7.7,497
West Bengal,mustard_leaves,vegetables_leafy,48.2,very_low,kharif,eastern_india,1030,6444,68019,34.2,1406,15,32,5.9,7.7,761
West Bengal,curry_leaves,vegetables_leafy,51.7,very_low,kharif,eastern_india,6312,4535,19539,36.6,273,18,29,5.5,7.5,686
West Bengal,coriander_leaves,vegetables_leafy,52.3,very_low,kharif,eastern_india,16636,6897,28142,12,516,15,36,5.6,7.8,822
West Bengal,potato,vegetables_root,93.6,high,rabi,eastern_india,192270,5491,1719943,36.5,766,13,25,5.6,7.3,494
West Bengal,sweet_potato,vegetables_root,51.1,very_low,kharif,eastern_india,5870,1366,76447,32.6,1341,17,25,5.6,7.4,425
West Bengal,carrot,vegetables_root,51.6,very_low,kharif,eastern_india,2056,5667,23398,48.6,1322,21,31,5.6,7.5,639
West Bengal,radish,vegetables_root,41.9,very_low,kharif,eastern_india,8334,2626,67368,29.7,1371,21,28,6.1,8,1075
West Bengal,turnip,vegetables_root,49.6,very_low,kharif,eastern_india,3406,5463,93498,45.1,666,22,35,6,7.5,910
West Bengal,beetroot,vegetables_root,49,very_low,kharif,eastern_india,13386,3655,81855,22.7,351,12,38,6.3,7.7,593
West Bengal,onion_vegetable,vegetables_root,45,very_low,kharif,eastern_india,10384,1005,135538,11.4,1077,15,36,6.4,7.2,999
West Bengal,garlic_vegetable,vegetables_root,40.6,very_low,kharif,eastern_india,5957,6560,15552,19.7,1023,19,38,5.9,8,685
West Bengal,ginger_vegetable,vegetables_root,48.5,very_low,kharif,eastern_india,3695,6926,145322,14.2,741,16,35,5.5,8.1,1075
West Bengal,turmeric_vegetable,vegetables_root,42.1,very_low,kharif,eastern_india,23809,4795,61594,14.3,835,17,38,6.3,8.4,1016
West Bengal,yam,vegetables_root,53.6,very_low,kharif,eastern_india,969,1362,43077,32.6,635,12,42,6.5,7,380
West Bengal,taro,vegetables_root,47.5,very_low,kharif,eastern_india,13140,5580,9338,29.5,637,24,34,6.4,7,392
West Bengal,cassava,vegetables_root,45.8,very_low,kharif,eastern_india,15233,6768,63117,10,519,19,42,6,7.3,873
West Bengal,tomato,vegetables_fruit,73,medium,kharif,eastern_india,13343,6677,772679,29.4,249,14,27,6,7.2,1082
West Bengal,brinjal_eggplant,vegetables_fruit,52.8,very_low,kharif,eastern_india,9158,5875,41728,11.9,371,21,29,6.1,8.3,833
West Bengal,okra_ladyfinger,vegetables_fruit,54.6,very_low,kharif,eastern_india,7364,6967,57141,48.7,821,24,28,5.5,7.3,388
West Bengal,bottle_gourd,vegetables_fruit,51,very_low,kharif,eastern_india,9833,5680,84238,42.5,393,10,25,5.6,7.6,1170
West Bengal,bitter_gourd,vegetables_fruit,45.3,very_low,kharif,eastern_india,15556,7430,148118,42.2,853,13,36,5.7,7.1,1127
West Bengal,ridge_gourd,vegetables_fruit,47.3,very_low,kharif,eastern_india,12363,4159,71806,46.2,1261,13,30,6.2,7.9,989
West Bengal,snake_gourd,vegetables_fruit,50.9,very_low,kharif,eastern_india,21304,6365,47141,44.3,636,23,41,5.6,8.2,750
West Bengal,ash_gourd,vegetables_fruit,54.7,very_low,kharif,eastern_india,1463,3051,66080,31.6,397,17,34,6.3,7.5,704
West Bengal,pumpkin,vegetables_fruit,45.8,very_low,kharif,eastern_india,18972,5729,84368,33.7,618,12,31,5.9,7.7,963
West Bengal,cucumber,vegetables_fruit,54,very_low,zaid,eastern_india,1699,1233,739,47.2,1494,10,32,6.2,7.3,834
West Bengal,watermelon,vegetables_fruit,52.2,very_low,zaid,eastern_india,19267,1572,75881,48.5,450,16,31,5.7,7.5,470
West Bengal,muskmelon,vegetables_fruit,53.2,very_low,zaid,eastern_india,8461,7596,102807,32,552,13,39,6.5,7.1,1010
West Bengal,capsicum,vegetables_fruit,41.8,very_low,kharif,eastern_india,9114,3080,83100,23.8,484,17,25,6.2,7.8,1152
West Bengal,chilli_vegetable,vegetables_fruit,41.5,very_low,kharif,eastern_india,7589,3612,68870,21.1,760,10,41,6.4,7.1,998
West Bengal,drumstick,vegetables_fruit,41.1,very_low,kharif,eastern_india,16134,3144,128556,27.8,1026,17,40,5.5,7.5,803
West Bengal,green_peas,vegetables_legume,48.8,very_low,kharif,eastern_india,1121,1146,44323,19.9,938,16,32,6.3,7.9,881
West Bengal,french_bean,vegetables_legume,45.7,very_low,kharif,eastern_india,4100,3814,9880,10.2,305,16,38,5.8,7,936
West Bengal,cluster_bean_vegetable,vegetables_legume,43.1,very_low,kharif,eastern_india,422,3186,121622,44.2,1180,16,39,6,8.2,994
West Bengal,broad_bean,vegetables_legume,54.6,very_low,kharif,eastern_india,4201,2346,61096,34.9,464,16,37,6.2,7.2,1128
West Bengal,berseem,fodder,40.5,very_low,kharif,eastern_india,9519,3214,105278,36.3,407,13,44,6.4,7.3,815
West Bengal,lucerne_alfalfa,fodder,43.1,very_low,kharif,eastern_india,7814,3536,106774,16.3,725,23,40,5.9,7.3,893
West Bengal,oats_fodder,fodder,52.1,very_low,kharif,eastern_india,15475,4617,156758,12.9,1307,11,37,6.1,7.5,331
West Bengal,sorghum_fodder,fodder,50.8,very_low,kharif,eastern_india,1968,4809,78840,8,952,14,38,6.5,7.4,1160
West Bengal,maize_fodder,fodder,53.1,very_low,kharif,eastern_india,16841,7054,142361,19.7,1256,14,42,5.8,7.9,923
West Bengal,bajra_fodder,fodder,46.4,very_low,kharif,eastern_india,23763,2303,7112,33.2,982,15,40,6.3,7.5,914
West Bengal,cowpea_fodder,fodder,49.6,very_low,kharif,eastern_india,16338,3424,83692,22.1,215,11,29,6.3,7.7,829
West Bengal,stylo,fodder,54.2,very_low,kharif,eastern_india,11170,3654,35022,33.1,1368,15,40,5.5,7.9,867
West Bengal,para_grass,fodder,48.3,very_low,kharif,eastern_india,27008,3394,105143,40.7,1297,16,31,6.3,7.6,664
West Bengal,guinea_grass,fodder,42,very_low,kharif,eastern_india,6949,5134,74908,38.7,561,12,39,5.9,7.8,1146
West Bengal,napier_grass,fodder,47.3,very_low,kharif,eastern_india,5642,4349,79985,13.8,650,10,39,6.2,7.7,784
West Bengal,tulsi,medicinal,51.2,very_low,kharif,eastern_india,9387,7747,80935,8.5,577,17,26,6.2,8,1088
West Bengal,neem,medicinal,47.5,very_low,kharif,eastern_india,4534,1020,33053,7.8,756,17,37,5.6,7.3,1018
West Bengal,aloe_vera,medicinal,48.6,very_low,kharif,eastern_india,8998,5408,15894,16.3,919,18,41,5.9,7.8,824
West Bengal,ashwagandha,medicinal,48.4,very_low,kharif,eastern_india,4779,3372,91003,26,765,17,43,6.1,7.6,1121
West Bengal,brahmi,medicinal,53.9,very_low,kharif,eastern_india,6106,7765,66235,24.4,454,15,37,5.5,7.1,304
West Bengal,kalmegh,medicinal,43.3,very_low,kharif,eastern_india,11642,2296,72299,10.3,971,16,33,6.4,7.3,835
West Bengal,giloy,medicinal,52.3,very_low,kharif,eastern_india,23877,1014,171791,32.6,203,16,40,5.7,8,425
West Bengal,stevia,medicinal,52.1,very_low,kharif,eastern_india,930,1636,147710,6.5,588,18,29,5.7,8.2,561
West Bengal,mentha_mint,medicinal,40.6,very_low,kharif,eastern_india,23319,6823,107288,24.1,1402,21,36,6.4,7.9,1176
West Bengal,lemongrass,medicinal,52.9,very_low,kharif,eastern_india,19403,3397,117868,12.7,1363,13,43,5.5,8,435
West Bengal,citronella,medicinal,51.6,very_low,kharif,eastern_india,18063,6005,121973,10.4,325,22,29,6.4,7.2,577
West Bengal,palmarosa,medicinal,53.9,very_low,kharif,eastern_india,1706,4136,195058,5.7,339,19,27,5.9,7.8,1074
West Bengal,vetiver,medicinal,54.4,very_low,kharif,eastern_india,10431,6087,31341,47.3,201,10,37,5.8,7.6,499
West Bengal,rosemary,medicinal,46.1,very_low,kharif,eastern_india,18651,1662,12293,27.8,1149,19,42,5.6,7.9,989
West Bengal,lavender,medicinal,54.1,very_low,kharif,eastern_india,2971,3482,52043,23.4,1319,24,26,6.2,7.2,1108
West Bengal,bamboo,timber,42.1,very_low,kharif,eastern_india,12930,3673,140034,22.7,505,19,39,6.4,7.6,935
West Bengal,eucalyptus,timber,52.5,very_low,kharif,eastern_india,1169,3489,3121,30.2,1324,22,41,5.9,7.1,455
West Bengal,teak,timber,50.1,very_low,kharif,eastern_india,1699,3475,9702,19.8,1460,10,41,6.5,7.7,1148
West Bengal,sal,timber,43.9,very_low,kharif,eastern_india,25582,7192,31184,44.2,1424,22,26,5.6,7.5,934
West Bengal,sandalwood,timber,40.2,very_low,kharif,eastern_india,15382,3508,130390,37.2,555,14,34,6.2,8.1,591
West Bengal,rosewood,timber,44.8,very_low,kharif,eastern_india,10789,5545,97634,21.8,585,14,37,5.9,7.2,305
West Bengal,pine,timber,40.4,very_low,kharif,eastern_india,12670,5601,203295,10.7,781,18,41,6.5,8.1,877
West Bengal,deodar,timber,53.8,very_low,kharif,eastern_india,23173,1018,110208,40.2,435,21,25,6.1,8.3,688
West Bengal,button_mushroom,mushroom,51.1,very_low,kharif,eastern_india,13412,4616,78556,42.9,320,18,27,6.1,8.4,351
West Bengal,oyster_mushroom,mushroom,46.3,very_low,kharif,eastern_india,9790,4642,24125,15,1092,22,37,6.3,7.9,1029
West Bengal,shiitake,mushroom,54.7,very_low,kharif,eastern_india,5651,2329,43445,27.5,1008,16,31,5.5,7.1,457
West Bengal,milky_mushroom,mushroom,46.7,very_low,kharif,eastern_india,3647,6756,100396,20.4,1236,24,29,5.9,8.5,424
West Bengal,rose,flowers,41.2,very_low,kharif,eastern_india,9673,1548,47524,23.9,1268,20,43,5.8,7.5,716
West Bengal,jasmine,flowers,40.1,very_low,kharif,eastern_india,3103,1427,51584,45.7,205,19,42,5.6,8.4,1036
West Bengal,marigold,flowers,43.2,very_low,kharif,eastern_india,22653,1779,186812,29.4,1260,19,32,6.1,8,989
West Bengal,chrysanthemum,flowers,52.5,very_low,kharif,eastern_india,23025,6449,169526,19.4,611,15,33,6.5,7.1,748
West Bengal,tuberose,flowers,42.4,very_low,kharif,eastern_india,1070,4186,82952,9.1,689,22,27,6.5,7.1,560
West Bengal,gladiolus,flowers,51.6,very_low,kharif,eastern_india,8327,2306,98217,13.1,1303,18,35,6.4,8.2,968
West Bengal,lily,flowers,52.9,very_low,kharif,eastern_india,8626,2632,26688,5.7,1361,21,27,5.8,7.7,744
West Bengal,orchid,flowers,48.9,very_low,kharif,eastern_india,12680,7187,62036,44.5,485,11,29,5.7,8.5,642
West Bengal,carnation,flowers,49.8,very_low,kharif,eastern_india,10782,2565,83972,26.3,1440,18,44,6.1,7.2,645
West Bengal,gerbera,flowers,51.9,very_low,kharif,eastern_india,2004,1672,35098,30.4,1279,18,39,6.1,7.8,493
West Bengal,anthurium,flowers,53.2,very_low,kharif,eastern_india,4038,2804,12016,27.4,625,17,34,6,7.4,1033
Jammu and Kashmir,rice,cereals,78,medium,kharif,hill_regions,85394,1766,555259,35.5,294,23,31,6.2,7.4,773
Jammu and Kashmir,wheat,cereals,97.6,high,rabi,hill_regions,73296,4208,1307524,25,1383,23,27,6.3,8.4,585
Jammu and Kashmir,maize,cereals,73.6,medium,kharif,hill_regions,10043,7726,252909,22.4,546,12,35,6.2,7.8,331
Jammu and Kashmir,barley,cereals,95.4,high,rabi,hill_regions,129215,3565,535013,18.6,1037,21,31,5.8,7.7,453
Jammu and Kashmir,jowar_sorghum,cereals,53.9,very_low,kharif,hill_regions,10589,1855,163751,26.8,1235,10,30,6.1,7.7,565
Jammu and Kashmir,bajra_pearl_millet,cereals,43,very_low,kharif,hill_regions,11945,2285,76245,24.1,1191,13,30,5.9,7.2,715
Jammu and Kashmir,ragi_finger_millet,cereals,46.2,very_low,kharif,hill_regions,17819,1486,109817,44.5,1326,24,42,5.7,7,854
Jammu and Kashmir,foxtail_millet,cereals,50.5,very_low,kharif,hill_regions,2211,7741,95328,12.1,521,23,33,6.3,7.6,962
Jammu and Kashmir,proso_millet,cereals,46,very_low,kharif,hill_regions,9299,4661,116938,34.2,598,19,27,6.4,7.2,1056
Jammu and Kashmir,barnyard_millet,cereals,50.4,very_low,kharif,hill_regions,5621,7762,26374,37.5,438,23,39,6.4,8.3,794
Jammu and Kashmir,little_millet,cereals,42.3,very_low,kharif,hill_regions,3027,2544,55069,44.1,230,13,36,6.4,7.4,644
Jammu and Kashmir,kodo_millet,cereals,45.6,very_low,kharif,hill_regions,11139,5590,107113,46.3,1370,18,28,5.7,7.9,1126
Jammu and Kashmir,oats,cereals,48,very_low,kharif,hill_regions,7742,1604,182979,44.6,782,11,25,5.6,7.7,511
Jammu and Kashmir,gram_chickpea,pulses,46.9,very_low,rabi,hill_regions,9163,5339,107516,22.8,638,15,26,5.8,7.3,561
Jammu and Kashmir,tur_arhar,pulses,50.7,very_low,kharif,hill_regions,27517,6751,175653,47.5,1177,17,37,5.8,7,618
Jammu and Kashmir,moong_green_gram,pulses,46.1,very_low,kharif,hill_regions,21224,7738,69566,48.1,1239,10,36,5.9,7.1,778
Jammu and Kashmir,urad_black_gram,pulses,48.8,very_low,kharif,hill_regions,14149,5273,21302,37.5,848,17,41,5.6,7.7,1002
Jammu and Kashmir,masur_lentil,pulses,49.9,very_low,kharif,hill_regions,7981,7612,57013,44.4,669,15,31,6.2,8.4,1096
Jammu and Kashmir,rajma_kidney_bean,pulses,72.3,medium,kharif,hill_regions,123332,3067,629282,45.8,1369,14,26,6.1,8.4,757
Jammu and Kashmir,cowpea_lobhia,pulses,46.9,very_low,kharif,hill_regions,11739,5766,84980,22,444,11,42,5.7,7.1,824
Jammu and Kashmir,field_pea,pulses,48.2,very_low,kharif,hill_regions,10110,1993,3782,7.1,1426,17,32,5.9,8,638
Jammu and Kashmir,black_eyed_pea,pulses,51.9,very_low,kharif,hill_regions,5678,7544,31760,34.8,673,17,25,5.7,7.2,1060
Jammu and Kashmir,horse_gram,pulses,54.4,very_low,kharif,hill_regions,977,4865,45860,34.3,1157,21,27,5.5,8.3,722
Jammu and Kashmir,moth_bean,pulses,54.6,very_low,kharif,hill_regions,10636,5360,28286,16.4,1377,13,29,6,8,300
Jammu and Kashmir,cluster_bean_guar,pulses,46.9,very_low,kharif,hill_regions,15588,6877,130326,42.9,1222,22,28,5.8,8,1130
Jammu and Kashmir,groundnut_peanut,oilseeds,50,very_low,kharif,hill_regions,13383,6322,81204,39.3,1056,10,30,6.5,7.4,994
Jammu and Kashmir,mustard,oilseeds,76.4,medium,rabi,hill_regions,80675,5423,276232,7.6,1183,11,39,6.1,8.2,485
Jammu and Kashmir,rapeseed,oilseeds,63.1,low,rabi,hill_regions,5072,6172,189310,10.8,703,11,42,6,7.2,526
Jammu and Kashmir,sesame_til,oilseeds,50.9,very_low,kharif,hill_regions,1309,1419,188754,19.9,451,11,34,6.3,7.8,318
Jammu and Kashmir,sunflower,oilseeds,62.3,low,kharif,hill_regions,31271,4664,352038,31.9,1022,17,31,6.1,7.5,945
Jammu and Kashmir,safflower,oilseeds,43.6,very_low,kharif,hill_regions,10200,5399,92878,36.5,613,23,25,5.7,7.1,904
Jammu and Kashmir,niger,oilseeds,44.1,very_low,kharif,hill_regions,6793,5333,69324,30.1,1489,22,29,6.3,7.9,363
Jammu and Kashmir,linseed_flax,oilseeds,40.7,very_low,kharif,hill_regions,14283,4999,70095,46.9,1127,23,26,6.1,8,413
Jammu and Kashmir,castor,oilseeds,45.2,very_low,kharif,hill_regions,14076,4803,36153,34.9,1057,15,44,6.3,7.6,894
Jammu and Kashmir,coconut,oilseeds,50.7,very_low,perennial,hill_regions,11850,6782,81502,15,377,12,26,6.4,8.3,381
Jammu and Kashmir,palm_oil,oilseeds,50.2,very_low,kharif,hill_regions,404,3046,52576,5.9,620,20,29,6,8.3,325
Jammu and Kashmir,olive,oilseeds,51.8,very_low,kharif,hill_regions,9647,2616,81950,37.9,461,15,36,5.9,7.4,706
Jammu and Kashmir,walnut,oilseeds,44.4,very_low,kharif,hill_regions,9855,4339,86920,42.7,1425,12,37,6.1,8.3,1106
Jammu and Kashmir,almond,oilseeds,51.4,very_low,kharif,hill_regions,4541,2936,105736,11.3,439,23,44,5.5,8.3,1144
Jammu and Kashmir,cotton,fiber,47.9,very_low,kharif,hill_regions,17452,1052,127636,18.3,1033,14,35,6.3,7.3,897
Jammu and Kashmir,jute,fiber,53.5,very_low,kharif,hill_regions,25083,4629,172159,25.1,798,14,30,5.5,7.8,577
Jammu and Kashmir,mesta,fiber,42.8,very_low,kharif,hill_regions,4395,7293,51428,30.1,270,17,38,5.7,8.5,1123
Jammu and Kashmir,flax,fiber,54.9,very_low,kharif,hill_regions,14179,3301,103161,47.7,401,12,27,6.3,8,770
Jammu and Kashmir,hemp,fiber,51.6,very_low,kharif,hill_regions,25649,2408,95547,46.5,799,17,43,6.2,7.8,621
Jammu and Kashmir,sisal,fiber,53.7,very_low,kharif,hill_regions,3336,7622,40619,33.1,892,15,38,6.3,7.5,831
Jammu and Kashmir,coir,fiber,41.2,very_low,kharif,hill_regions,15719,5096,147267,17.9,839,11,39,5.9,7.8,415
Jammu and Kashmir,sugarcane,sugar,55,very_low,perennial,hill_regions,10343,4989,126010,48.2,1198,15,44,5.8,7.9,930
Jammu and Kashmir,sugar_beet,sugar,44.1,very_low,kharif,hill_regions,6523,4092,42152,44.4,488,10,25,5.9,7.8,337
Jammu and Kashmir,turmeric,spices,56.4,low,kharif,hill_regions,23428,3098,157101,8.3,1359,14,40,6.3,8.5,966
Jammu and Kashmir,coriander,spices,46.6,very_low,kharif,hill_regions,749,7203,46713,38.7,845,23,39,5.6,8.1,540
Jammu and Kashmir,cumin,spices,51.6,very_low,kharif,hill_regions,26966,1875,12944,40,1122,12,38,5.5,7.9,1049
Jammu and Kashmir,fennel,spices,49.6,very_low,kharif,hill_regions,11206,3492,34489,8.8,417,14,40,6.2,7.9,1077
Jammu and Kashmir,fenugreek,spices,55,very_low,kharif,hill_regions,7030,6152,91279,5.6,1052,20,44,6.1,8,1009
Jammu and Kashmir,ajwain,spices,41.4,very_low,kharif,hill_regions,13615,1700,132412,15.6,899,14,27,5.8,7.7,744
Jammu and Kashmir,black_pepper,spices,42.2,very_low,kharif,hill_regions,14133,7372,70376,27.1,955,13,44,6.2,7.4,544
Jammu and Kashmir,cardamom_small,spices,49.7,very_low,kharif,hill_regions,5953,6466,35263,36.7,1415,11,27,6.4,7.3,318
Jammu and Kashmir,cardamom_large,spices,53,very_low,kharif,hill_regions,4777,2588,114875,39.8,975,16,27,6.4,8.1,550
Jammu and Kashmir,cinnamon,spices,54.2,very_low,kharif,hill_regions,19028,7895,43231,37.9,397,20,43,6,8.1,428
Jammu and Kashmir,clove,spices,49.5,very_low,kharif,hill_regions,524,5438,51664,19.8,866,20,37,5.6,8,893
Jammu and Kashmir,nutmeg,spices,50,very_low,kharif,hill_regions,15654,7565,211272,38.8,666,12,41,5.6,7.2,1127
Jammu and Kashmir,ginger,spices,63.4,low,kharif,hill_regions,43029,5951,191325,19.8,1079,20,39,5.7,8,823
