crop,problem_type,problem_name,scientific_name,symptoms,treatment,prevention,severity_level,affected_plant_part,favorable_conditions,economic_loss_percent,treatment_cost_per_hectare,occurrence_season,geographical_distribution,resistance_available,organic_treatment,diagnostic_method,spread_mechanism,quarantine_importance,ipm_strategy
oats_fodder,pest,oats_fodder_aphid,Pest_oatsfodder_aphid_2,"Typical aphid damage in oats_fodder: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for oats_fodder",high,leaf,humid_conditions,41,4082,kharif,widespread,yes,sticky_traps,visual_identification,human_activity,low,Integrated pest management for oats_fodder
oats_fodder,pest,oats_fodder_thrips,Pest_oatsfodder_thrips_3,"Typical thrips damage in oats_fodder: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for oats_fodder",high,root,dry_weather,54,4610,kharif,widespread,yes,bt_spray,visual_identification,human_activity,low,Integrated pest management for oats_fodder
oats_fodder,pest,oats_fodder_armyworm,Pest_oatsfodder_armyworm_4,"Typical armyworm damage in oats_fodder: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for oats_fodder",severe,stem,monsoon,34,5885,summer,widespread,no,bt_spray,visual_identification,crawling,medium,Integrated pest management for oats_fodder
sorghum_fodder,disease,sorghum_fodder_early_blight,Pathogen_sorghumfodder_1,"Typical early_blight symptoms in sorghum_fodder: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for sorghum_fodder",severe,leaf,high_temperature,35,2497,kharif,widespread,limited,copper_fungicide,visual_symptoms,wind,medium,Integrated disease management for sorghum_fodder
sorghum_fodder,disease,sorghum_fodder_late_blight,Pathogen_sorghumfodder_2,"Typical late_blight symptoms in sorghum_fodder: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for sorghum_fodder",severe,root,poor_drainage,21,2215,rabi,widespread,limited,copper_fungicide,visual_symptoms,water,low,Integrated disease management for sorghum_fodder
sorghum_fodder,disease,sorghum_fodder_powdery_mildew,Pathogen_sorghumfodder_3,"Typical powdery_mildew symptoms in sorghum_fodder: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for sorghum_fodder",high,fruit,poor_drainage,16,3917,kharif,widespread,yes,neem_oil,visual_symptoms,contact,low,Integrated disease management for sorghum_fodder
sorghum_fodder,pest,sorghum_fodder_fruit_borer,Pest_sorghumfodder_fruit_borer_1,"Typical fruit_borer damage in sorghum_fodder: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for sorghum_fodder",high,sap,monsoon,19,4974,year_round,widespread,no,bt_spray,visual_identification,human_activity,medium,Integrated pest management for sorghum_fodder
sorghum_fodder,pest,sorghum_fodder_aphid,Pest_sorghumfodder_aphid_2,"Typical aphid damage in sorghum_fodder: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for sorghum_fodder",high,root,dry_weather,34,1777,year_round,widespread,limited,bt_spray,visual_identification,flight,medium,Integrated pest management for sorghum_fodder
sorghum_fodder,pest,sorghum_fodder_whitefly,Pest_sorghumfodder_whitefly_3,"Typical whitefly damage in sorghum_fodder: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for sorghum_fodder",medium,sap,warm_weather,54,2840,rabi,widespread,limited,pheromone_traps,visual_identification,flight,low,Integrated pest management for sorghum_fodder
sorghum_fodder,pest,sorghum_fodder_thrips,Pest_sorghumfodder_thrips_4,"Typical thrips damage in sorghum_fodder: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for sorghum_fodder",severe,fruit,warm_weather,63,5020,year_round,widespread,no,pheromone_traps,visual_identification,human_activity,low,Integrated pest management for sorghum_fodder
maize_fodder,disease,maize_fodder_blast,Pathogen_maizefodder_1,"Typical blast symptoms in maize_fodder: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for maize_fodder",high,leaf,high_humidity,37,1105,summer,widespread,no,trichoderma,visual_symptoms,insects,medium,Integrated disease management for maize_fodder
maize_fodder,disease,maize_fodder_rust,Pathogen_maizefodder_2,"Typical rust symptoms in maize_fodder: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for maize_fodder",low,flower,wet_conditions,25,1636,rabi,widespread,no,trichoderma,visual_symptoms,water,medium,Integrated disease management for maize_fodder
maize_fodder,disease,maize_fodder_smut,Pathogen_maizefodder_3,"Typical smut symptoms in maize_fodder: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for maize_fodder",medium,fruit,high_humidity,51,4995,year_round,widespread,no,neem_oil,visual_symptoms,water,low,Integrated disease management for maize_fodder
maize_fodder,pest,maize_fodder_stem_borer,Pest_maizefodder_stem_borer_1,"Typical stem_borer damage in maize_fodder: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for maize_fodder",medium,stem,humid_conditions,59,2792,summer,widespread,no,pheromone_traps,visual_identification,human_activity,medium,Integrated pest management for maize_fodder
maize_fodder,pest,maize_fodder_aphid,Pest_maizefodder_aphid_2,"Typical aphid damage in maize_fodder: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for maize_fodder",low,stem,warm_weather,31,5199,kharif,widespread,no,sticky_traps,visual_identification,wind_dispersal,low,Integrated pest management for maize_fodder
maize_fodder,pest,maize_fodder_thrips,Pest_maizefodder_thrips_3,"Typical thrips damage in maize_fodder: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for maize_fodder",medium,stem,warm_weather,28,3256,kharif,widespread,yes,sticky_traps,visual_identification,crawling,low,Integrated pest management for maize_fodder
maize_fodder,pest,maize_fodder_armyworm,Pest_maizefodder_armyworm_4,"Typical armyworm damage in maize_fodder: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for maize_fodder",low,stem,dry_weather,55,1187,year_round,widespread,limited,pheromone_traps,visual_identification,wind_dispersal,low,Integrated pest management for maize_fodder
bajra_fodder,disease,bajra_fodder_early_blight,Pathogen_bajrafodder_1,"Typical early_blight symptoms in bajra_fodder: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for bajra_fodder",medium,flower,wet_conditions,37,4937,kharif,widespread,yes,trichoderma,visual_symptoms,wind,low,Integrated disease management for bajra_fodder
bajra_fodder,disease,bajra_fodder_late_blight,Pathogen_bajrafodder_2,"Typical late_blight symptoms in bajra_fodder: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for bajra_fodder",low,stem,wet_conditions,47,1421,summer,widespread,no,neem_oil,visual_symptoms,insects,medium,Integrated disease management for bajra_fodder
bajra_fodder,disease,bajra_fodder_powdery_mildew,Pathogen_bajrafodder_3,"Typical powdery_mildew symptoms in bajra_fodder: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for bajra_fodder",low,root,wet_conditions,15,1252,kharif,widespread,yes,baking_soda,visual_symptoms,insects,medium,Integrated disease management for bajra_fodder
bajra_fodder,pest,bajra_fodder_fruit_borer,Pest_bajrafodder_fruit_borer_1,"Typical fruit_borer damage in bajra_fodder: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for bajra_fodder",low,stem,warm_weather,68,4595,kharif,widespread,yes,pheromone_traps,visual_identification,flight,medium,Integrated pest management for bajra_fodder
bajra_fodder,pest,bajra_fodder_aphid,Pest_bajrafodder_aphid_2,"Typical aphid damage in bajra_fodder: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for bajra_fodder",low,sap,warm_weather,66,982,year_round,widespread,no,sticky_traps,visual_identification,human_activity,medium,Integrated pest management for bajra_fodder
bajra_fodder,pest,bajra_fodder_whitefly,Pest_bajrafodder_whitefly_3,"Typical whitefly damage in bajra_fodder: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for bajra_fodder",high,root,humid_conditions,67,5201,kharif,widespread,no,bt_spray,visual_identification,crawling,low,Integrated pest management for bajra_fodder
bajra_fodder,pest,bajra_fodder_thrips,Pest_bajrafodder_thrips_4,"Typical thrips damage in bajra_fodder: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for bajra_fodder",low,fruit,monsoon,47,4034,rabi,widespread,limited,bt_spray,visual_identification,wind_dispersal,low,Integrated pest management for bajra_fodder
cowpea_fodder,disease,cowpea_fodder_wilt,Pathogen_cowpeafodder_1,"Typical wilt symptoms in cowpea_fodder: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for cowpea_fodder",low,leaf,poor_drainage,34,3514,year_round,widespread,no,neem_oil,visual_symptoms,wind,medium,Integrated disease management for cowpea_fodder
cowpea_fodder,disease,cowpea_fodder_rust,Pathogen_cowpeafodder_2,"Typical rust symptoms in cowpea_fodder: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for cowpea_fodder",high,root,wet_conditions,47,4307,kharif,widespread,limited,trichoderma,visual_symptoms,contact,medium,Integrated disease management for cowpea_fodder
cowpea_fodder,disease,cowpea_fodder_anthracnose,Pathogen_cowpeafodder_3,"Typical anthracnose symptoms in cowpea_fodder: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for cowpea_fodder",low,fruit,wet_conditions,37,957,rabi,widespread,yes,neem_oil,visual_symptoms,insects,low,Integrated disease management for cowpea_fodder
cowpea_fodder,pest,cowpea_fodder_pod_borer,Pest_cowpeafodder_pod_borer_1,"Typical pod_borer damage in cowpea_fodder: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for cowpea_fodder",severe,fruit,monsoon,31,2203,year_round,widespread,no,bt_spray,visual_identification,wind_dispersal,medium,Integrated pest management for cowpea_fodder
cowpea_fodder,pest,cowpea_fodder_aphid,Pest_cowpeafodder_aphid_2,"Typical aphid damage in cowpea_fodder: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for cowpea_fodder",low,fruit,monsoon,18,1004,rabi,widespread,yes,bt_spray,visual_identification,human_activity,low,Integrated pest management for cowpea_fodder
cowpea_fodder,pest,cowpea_fodder_thrips,Pest_cowpeafodder_thrips_3,"Typical thrips damage in cowpea_fodder: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for cowpea_fodder",severe,sap,dry_weather,21,941,kharif,widespread,limited,bt_spray,visual_identification,wind_dispersal,medium,Integrated pest management for cowpea_fodder
cowpea_fodder,pest,cowpea_fodder_whitefly,Pest_cowpeafodder_whitefly_4,"Typical whitefly damage in cowpea_fodder: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for cowpea_fodder",severe,leaf,dry_weather,66,2009,summer,widespread,yes,neem_oil,visual_identification,crawling,low,Integrated pest management for cowpea_fodder
stylo,disease,stylo_early_blight,Pathogen_stylo_1,"Typical early_blight symptoms in stylo: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for stylo",severe,root,high_humidity,41,1925,rabi,widespread,no,copper_fungicide,visual_symptoms,contact,low,Integrated disease management for stylo
stylo,disease,stylo_late_blight,Pathogen_stylo_2,"Typical late_blight symptoms in stylo: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for stylo",low,fruit,poor_drainage,45,2001,year_round,widespread,limited,baking_soda,visual_symptoms,wind,low,Integrated disease management for stylo
stylo,disease,stylo_powdery_mildew,Pathogen_stylo_3,"Typical powdery_mildew symptoms in stylo: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for stylo",severe,fruit,high_temperature,17,3448,year_round,widespread,limited,trichoderma,visual_symptoms,insects,low,Integrated disease management for stylo
stylo,pest,stylo_fruit_borer,Pest_stylo_fruit_borer_1,"Typical fruit_borer damage in stylo: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for stylo",medium,stem,monsoon,20,5851,rabi,widespread,yes,sticky_traps,visual_identification,crawling,medium,Integrated pest management for stylo
stylo,pest,stylo_aphid,Pest_stylo_aphid_2,"Typical aphid damage in stylo: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for stylo",medium,sap,humid_conditions,62,1450,rabi,widespread,no,pheromone_traps,visual_identification,wind_dispersal,low,Integrated pest management for stylo
stylo,pest,stylo_whitefly,Pest_stylo_whitefly_3,"Typical whitefly damage in stylo: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for stylo",high,sap,warm_weather,55,4071,year_round,widespread,no,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for stylo
stylo,pest,stylo_thrips,Pest_stylo_thrips_4,"Typical thrips damage in stylo: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for stylo",low,sap,warm_weather,69,817,kharif,widespread,yes,bt_spray,visual_identification,wind_dispersal,medium,Integrated pest management for stylo
para_grass,disease,para_grass_early_blight,Pathogen_paragrass_1,"Typical early_blight symptoms in para_grass: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for para_grass",severe,fruit,poor_drainage,11,3708,rabi,widespread,no,copper_fungicide,visual_symptoms,wind,medium,Integrated disease management for para_grass
para_grass,disease,para_grass_late_blight,Pathogen_paragrass_2,"Typical late_blight symptoms in para_grass: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for para_grass",severe,leaf,high_temperature,46,1304,kharif,widespread,yes,trichoderma,visual_symptoms,insects,low,Integrated disease management for para_grass
para_grass,disease,para_grass_powdery_mildew,Pathogen_paragrass_3,"Typical powdery_mildew symptoms in para_grass: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for para_grass",high,leaf,poor_drainage,35,4012,summer,widespread,limited,trichoderma,visual_symptoms,insects,medium,Integrated disease management for para_grass
para_grass,pest,para_grass_fruit_borer,Pest_paragrass_fruit_borer_1,"Typical fruit_borer damage in para_grass: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for para_grass",severe,leaf,monsoon,67,4724,summer,widespread,limited,bt_spray,visual_identification,wind_dispersal,low,Integrated pest management for para_grass
para_grass,pest,para_grass_aphid,Pest_paragrass_aphid_2,"Typical aphid damage in para_grass: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for para_grass",high,stem,dry_weather,43,3469,summer,widespread,limited,sticky_traps,visual_identification,crawling,medium,Integrated pest management for para_grass
para_grass,pest,para_grass_whitefly,Pest_paragrass_whitefly_3,"Typical whitefly damage in para_grass: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for para_grass",severe,leaf,humid_conditions,52,3183,summer,widespread,yes,pheromone_traps,visual_identification,human_activity,low,Integrated pest management for para_grass
para_grass,pest,para_grass_thrips,Pest_paragrass_thrips_4,"Typical thrips damage in para_grass: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for para_grass",medium,sap,dry_weather,57,3647,summer,widespread,no,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for para_grass
guinea_grass,disease,guinea_grass_early_blight,Pathogen_guineagrass_1,"Typical early_blight symptoms in guinea_grass: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for guinea_grass",low,stem,high_humidity,21,2658,kharif,widespread,yes,baking_soda,visual_symptoms,insects,low,Integrated disease management for guinea_grass
guinea_grass,disease,guinea_grass_late_blight,Pathogen_guineagrass_2,"Typical late_blight symptoms in guinea_grass: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for guinea_grass",severe,stem,high_temperature,27,2811,year_round,widespread,yes,baking_soda,visual_symptoms,insects,medium,Integrated disease management for guinea_grass
guinea_grass,disease,guinea_grass_powdery_mildew,Pathogen_guineagrass_3,"Typical powdery_mildew symptoms in guinea_grass: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for guinea_grass",high,root,poor_drainage,48,2248,summer,widespread,limited,trichoderma,visual_symptoms,insects,low,Integrated disease management for guinea_grass
guinea_grass,pest,guinea_grass_fruit_borer,Pest_guineagrass_fruit_borer_1,"Typical fruit_borer damage in guinea_grass: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for guinea_grass",medium,stem,dry_weather,60,5294,year_round,widespread,limited,sticky_traps,visual_identification,human_activity,medium,Integrated pest management for guinea_grass
guinea_grass,pest,guinea_grass_aphid,Pest_guineagrass_aphid_2,"Typical aphid damage in guinea_grass: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for guinea_grass",high,root,humid_conditions,37,4972,kharif,widespread,limited,bt_spray,visual_identification,wind_dispersal,low,Integrated pest management for guinea_grass
guinea_grass,pest,guinea_grass_whitefly,Pest_guineagrass_whitefly_3,"Typical whitefly damage in guinea_grass: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for guinea_grass",medium,sap,warm_weather,21,3151,year_round,widespread,yes,sticky_traps,visual_identification,human_activity,low,Integrated pest management for guinea_grass
guinea_grass,pest,guinea_grass_thrips,Pest_guineagrass_thrips_4,"Typical thrips damage in guinea_grass: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for guinea_grass",high,fruit,humid_conditions,45,2600,kharif,widespread,no,bt_spray,visual_identification,crawling,low,Integrated pest management for guinea_grass
napier_grass,disease,napier_grass_early_blight,Pathogen_napiergrass_1,"Typical early_blight symptoms in napier_grass: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for napier_grass",severe,stem,high_humidity,43,887,rabi,widespread,no,trichoderma,visual_symptoms,water,low,Integrated disease management for napier_grass
napier_grass,disease,napier_grass_late_blight,Pathogen_napiergrass_2,"Typical late_blight symptoms in napier_grass: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for napier_grass",medium,flower,poor_drainage,54,1942,summer,widespread,no,copper_fungicide,visual_symptoms,wind,medium,Integrated disease management for napier_grass
napier_grass,disease,napier_grass_powdery_mildew,Pathogen_napiergrass_3,"Typical powdery_mildew symptoms in napier_grass: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for napier_grass",medium,stem,high_temperature,29,2467,kharif,widespread,no,copper_fungicide,visual_symptoms,wind,low,Integrated disease management for napier_grass
napier_grass,pest,napier_grass_fruit_borer,Pest_napiergrass_fruit_borer_1,"Typical fruit_borer damage in napier_grass: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for napier_grass",medium,leaf,monsoon,41,5312,summer,widespread,limited,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for napier_grass
napier_grass,pest,napier_grass_aphid,Pest_napiergrass_aphid_2,"Typical aphid damage in napier_grass: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for napier_grass",severe,root,monsoon,53,3381,year_round,widespread,no,pheromone_traps,visual_identification,crawling,low,Integrated pest management for napier_grass
napier_grass,pest,napier_grass_whitefly,Pest_napiergrass_whitefly_3,"Typical whitefly damage in napier_grass: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for napier_grass",medium,stem,humid_conditions,40,4932,rabi,widespread,yes,pheromone_traps,visual_identification,human_activity,low,Integrated pest management for napier_grass
napier_grass,pest,napier_grass_thrips,Pest_napiergrass_thrips_4,"Typical thrips damage in napier_grass: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for napier_grass",high,leaf,dry_weather,42,4536,year_round,widespread,yes,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for napier_grass
rhodes_grass,disease,rhodes_grass_early_blight,Pathogen_rhodesgrass_1,"Typical early_blight symptoms in rhodes_grass: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for rhodes_grass",high,fruit,high_temperature,55,4049,kharif,widespread,limited,copper_fungicide,visual_symptoms,insects,medium,Integrated disease management for rhodes_grass
rhodes_grass,disease,rhodes_grass_late_blight,Pathogen_rhodesgrass_2,"Typical late_blight symptoms in rhodes_grass: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for rhodes_grass",high,flower,high_humidity,52,3174,kharif,widespread,no,trichoderma,visual_symptoms,wind,low,Integrated disease management for rhodes_grass
rhodes_grass,disease,rhodes_grass_powdery_mildew,Pathogen_rhodesgrass_3,"Typical powdery_mildew symptoms in rhodes_grass: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for rhodes_grass",high,root,high_humidity,46,2379,year_round,widespread,yes,copper_fungicide,visual_symptoms,wind,low,Integrated disease management for rhodes_grass
rhodes_grass,pest,rhodes_grass_fruit_borer,Pest_rhodesgrass_fruit_borer_1,"Typical fruit_borer damage in rhodes_grass: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for rhodes_grass",high,sap,warm_weather,40,1620,summer,widespread,no,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for rhodes_grass
rhodes_grass,pest,rhodes_grass_aphid,Pest_rhodesgrass_aphid_2,"Typical aphid damage in rhodes_grass: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for rhodes_grass",medium,fruit,monsoon,27,3595,kharif,widespread,no,pheromone_traps,visual_identification,crawling,low,Integrated pest management for rhodes_grass
rhodes_grass,pest,rhodes_grass_whitefly,Pest_rhodesgrass_whitefly_3,"Typical whitefly damage in rhodes_grass: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for rhodes_grass",high,sap,humid_conditions,61,2768,summer,widespread,yes,bt_spray,visual_identification,flight,low,Integrated pest management for rhodes_grass
rhodes_grass,pest,rhodes_grass_thrips,Pest_rhodesgrass_thrips_4,"Typical thrips damage in rhodes_grass: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for rhodes_grass",high,sap,humid_conditions,41,5006,summer,widespread,no,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for rhodes_grass
setaria_grass,disease,setaria_grass_early_blight,Pathogen_setariagrass_1,"Typical early_blight symptoms in setaria_grass: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for setaria_grass",medium,stem,poor_drainage,53,2488,year_round,widespread,no,copper_fungicide,visual_symptoms,contact,medium,Integrated disease management for setaria_grass
setaria_grass,disease,setaria_grass_late_blight,Pathogen_setariagrass_2,"Typical late_blight symptoms in setaria_grass: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for setaria_grass",medium,leaf,high_humidity,29,4442,rabi,widespread,yes,trichoderma,visual_symptoms,insects,medium,Integrated disease management for setaria_grass
setaria_grass,disease,setaria_grass_powdery_mildew,Pathogen_setariagrass_3,"Typical powdery_mildew symptoms in setaria_grass: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for setaria_grass",high,leaf,poor_drainage,28,1321,summer,widespread,yes,copper_fungicide,visual_symptoms,insects,medium,Integrated disease management for setaria_grass
setaria_grass,pest,setaria_grass_fruit_borer,Pest_setariagrass_fruit_borer_1,"Typical fruit_borer damage in setaria_grass: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for setaria_grass",low,leaf,dry_weather,53,2413,kharif,widespread,no,sticky_traps,visual_identification,human_activity,medium,Integrated pest management for setaria_grass
setaria_grass,pest,setaria_grass_aphid,Pest_setariagrass_aphid_2,"Typical aphid damage in setaria_grass: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for setaria_grass",high,sap,warm_weather,18,5682,rabi,widespread,no,neem_oil,visual_identification,crawling,medium,Integrated pest management for setaria_grass
setaria_grass,pest,setaria_grass_whitefly,Pest_setariagrass_whitefly_3,"Typical whitefly damage in setaria_grass: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for setaria_grass",low,root,dry_weather,67,4379,kharif,widespread,limited,sticky_traps,visual_identification,flight,medium,Integrated pest management for setaria_grass
setaria_grass,pest,setaria_grass_thrips,Pest_setariagrass_thrips_4,"Typical thrips damage in setaria_grass: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for setaria_grass",medium,leaf,monsoon,36,1810,year_round,widespread,yes,sticky_traps,visual_identification,human_activity,low,Integrated pest management for setaria_grass
congo_grass,disease,congo_grass_early_blight,Pathogen_congograss_1,"Typical early_blight symptoms in congo_grass: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for congo_grass",low,flower,wet_conditions,35,2801,kharif,widespread,limited,copper_fungicide,visual_symptoms,water,medium,Integrated disease management for congo_grass
